Gene,NCBI_Gene_ID,Description,Function,GO_Terms,KEGG_Terms
SUB1,855055,N/A,"Enables G-quadruplex DNA binding activity and chromatin binding activity. Involved in several processes, including DNA-templated transcription; negative regulation of ascospore formation; and positive regulation of DNA-templated transcription. Located in nucleus. Orthologous to human SUB1 (SUB1 regulator of transcription). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YET2,855056,N/A,"Predicted to be involved in endoplasmic reticulum to Golgi vesicle-mediated transport and protein localization to endoplasmic reticulum exit site. Predicted to act upstream of or within intracellular protein transport and vesicle-mediated transport. Located in endoplasmic reticulum. Orthologous to human BCAP29 (B cell receptor associated protein 29). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR045C,855062,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR050C,855070,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
STV1,855076,N/A,"Enables phosphatidylinositol-4-phosphate binding activity. Contributes to proton-transporting ATPase activity, rotational mechanism. Involved in vacuolar acidification. Located in Golgi apparatus and late endosome. Part of vacuolar proton-transporting V-type ATPase, V0 domain. Human ortholog(s) of this gene implicated in autosomal recessive cutis laxa type IIA; autosomal recessive osteopetrosis 1; developmental and epileptic encephalopathy 104; renal tubular acidosis; and wrinkly skin syndrome. Orthologous to several human genes including ATP6V0A1 (ATPase H+ transporting V0 subunit a1); ATP6V0A2 (ATPase H+ transporting V0 subunit a2); and ATP6V0A4 (ATPase H+ transporting V0 subunit a4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
AAC1,855078,N/A,"Enables ATP:ADP antiporter activity. Involved in several processes, including aerobic respiration; heme biosynthetic process; and heme transport. Located in mitochondrial inner membrane. Human ortholog(s) of this gene implicated in intrinsic cardiomyopathy (multiple); mitochondrial DNA depletion syndrome (multiple); and mitochondrial myopathy (multiple). Orthologous to several human genes including SLC25A4 (solute carrier family 25 member 4); SLC25A5 (solute carrier family 25 member 5); and SLC25A6 (solute carrier family 25 member 6). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
ARG7,855084,N/A,"Enables L-glutamate N-acetyltransferase activity. Involved in ornithine biosynthetic process. Located in mitochondrial matrix. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TVP18,855093,N/A,"Involved in vesicle-mediated transport. Located in Golgi membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ISF1,855105,N/A,"Involved in aerobic respiration. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ADH3,855107,N/A,"Enables alcohol dehydrogenase (NAD+) activity. Involved in amino acid catabolic process to alcohol via Ehrlich pathway. Located in mitochondrial matrix. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR084W,855108,N/A,"Predicted to enable glutamine-fructose-6-phosphate transaminase (isomerizing) activity. Predicted to be involved in several processes, including UDP-N-acetylglucosamine metabolic process; chitin biosynthetic process; and protein N-linked glycosylation. Predicted to act upstream of or within UDP-N-acetylglucosamine biosynthetic process. Human ortholog(s) of this gene implicated in congenital myasthenic syndrome 12 and obesity. Orthologous to human GFPT1 (glutamine--fructose-6-phosphate transaminase 1). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR085W,855109,N/A,"Predicted to enable glutamine-fructose-6-phosphate transaminase (isomerizing) activity. Predicted to be involved in several processes, including UDP-N-acetylglucosamine metabolic process; chitin biosynthetic process; and protein N-linked glycosylation. Predicted to act upstream of or within carbohydrate derivative metabolic process. Human ortholog(s) of this gene implicated in congenital myasthenic syndrome 12 and obesity. Orthologous to human GFPT1 (glutamine--fructose-6-phosphate transaminase 1). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR087W,855112,N/A,"Predicted to enable phosphatase activity. Predicted to be involved in tRNA splicing, via endonucleolytic cleavage and ligation. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR090W,855115,N/A,"Located in cytoplasm. Orthologous to human BLVRB (biliverdin reductase B). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
AIP1,855117,N/A,"Enables actin binding activity. Involved in actin filament depolymerization; barbed-end actin filament capping; and negative regulation of cytokinesis. Located in actin filament. Is active in actin cortical patch. Used to study hypertrophic cardiomyopathy. Orthologous to human WDR1 (WD repeat domain 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR103C,855129,N/A,N/A,N/A,N/A
YPK2,855130,N/A,"Enables protein serine/threonine kinase activity. Involved in eisosome assembly and regulation of fungal-type cell wall organization. Located in nucleus. Human ortholog(s) of this gene implicated in hypertension. Orthologous to several human genes including C8orf44-SGK3 (C8orf44-SGK3 readthrough); SGK1 (serum/glucocorticoid regulated kinase 1); and SGK2 (serum/glucocorticoid regulated kinase 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PGM2,855131,N/A,"Enables phosphoglucomutase activity. Involved in several processes, including UDP-alpha-D-glucose metabolic process; carbohydrate biosynthetic process; and glucose 1-phosphate metabolic process. Located in cytoplasm. Used to study congenital disorder of glycosylation It. Human ortholog(s) of this gene implicated in congenital disorder of glycosylation It; endometrial cancer; and teratoma. Orthologous to several human genes including PGM5 (phosphoglucomutase 5). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SPG4,855134,N/A,N/A,N/A,N/A
HFD1,855137,N/A,"Enables 4-hydroxybenzaldehyde dehydrogenase (NAD+) activity and carboxylate reductase activity. Involved in aldehyde catabolic process; sphingolipid metabolic process; and ubiquinone biosynthetic process. Located in lipid droplet and mitochondrial outer membrane. Used to study Sjogren-Larsson syndrome. Human ortholog(s) of this gene implicated in Sjogren-Larsson syndrome and arteriosclerosis. Orthologous to several human genes including ALDH3A1 (aldehyde dehydrogenase 3 family member A1); ALDH3A2 (aldehyde dehydrogenase 3 family member A2); and ALDH3B1 (aldehyde dehydrogenase 3 family member B1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ASI1,855147,N/A,"Enables ubiquitin-protein transferase activity. Involved in cellular response to amino acid stimulus and proteasome-mediated ubiquitin-dependent protein catabolic process. Located in nuclear inner membrane. Part of Asi complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
REC114,855163,N/A,"Involved in reciprocal meiotic recombination. Located in condensed nuclear chromosome. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GID8,855166,N/A,"Involved in negative regulation of gluconeogenesis; proteasome-mediated ubiquitin-dependent protein catabolic process; and traversing start control point of mitotic cell cycle. Located in cytoplasm and nucleus. Part of GID complex. Orthologous to human GID8 (GID complex subunit 8 homolog). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GAT2,852271,N/A,"Enables glycerol-3-phosphate O-acyltransferase activity and glycerone-phosphate O-acyltransferase activity. Involved in phospholipid biosynthetic process. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
RIM11,855170,N/A,"Enables protein serine/threonine kinase activity. Involved in ascospore formation. Located in cytoplasm. Human ortholog(s) of this gene implicated in Alzheimer's disease; amyotrophic lateral sclerosis; bipolar disorder; oral squamous cell carcinoma; and schizophrenia. Orthologous to several human genes including GSK3B (glycogen synthase kinase 3 beta). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SIP5,855171,N/A,"Involved in cellular response to glucose starvation. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ATG16,855194,N/A,"Enables protein-macromolecule adaptor activity. Contributes to Atg8-family ligase activity. Involved in several processes, including C-terminal protein lipidation; cytoplasm to vacuole targeting by the Cvt pathway; and macroautophagy. Located in phagophore; phagophore assembly site; and vacuole-isolation membrane contact site. Part of Atg12-Atg5-Atg16 complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR160W,855195,N/A,"Involved in sphingolipid metabolic process. Located in fungal-type vacuole membrane. Is active in endoplasmic reticulum-vacuole membrane contact site; peroxisomal membrane; and vacuole-mitochondrion membrane contact site. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MSS11,855200,N/A,"Involved in positive regulation of flocculation; positive regulation of growth of unicellular organism as a thread of attached cells; and positive regulation of macromolecule metabolic process. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ALD3,855205,N/A,"Enables aldehyde dehydrogenase (NAD+) activity. Involved in beta-alanine biosynthetic process and polyamine catabolic process. Predicted to be located in cytoplasm. Human ortholog(s) of this gene implicated in several diseases, including alcohol dependence; alcohol use disorder; artery disease (multiple); diabetes mellitus (multiple); and liver disease (multiple). Orthologous to several human genes including ALDH1A1 (aldehyde dehydrogenase 1 family member A1); ALDH1A2 (aldehyde dehydrogenase 1 family member A2); and ALDH1A3 (aldehyde dehydrogenase 1 family member A3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ALD2,855206,N/A,"Enables aldehyde dehydrogenase (NAD+) activity. Involved in beta-alanine biosynthetic process and polyamine catabolic process. Located in cytoplasm. Human ortholog(s) of this gene implicated in several diseases, including alcohol dependence; alcohol use disorder; artery disease (multiple); diabetes mellitus (multiple); and liver disease (multiple). Orthologous to several human genes including ALDH1A1 (aldehyde dehydrogenase 1 family member A1); ALDH1A2 (aldehyde dehydrogenase 1 family member A2); and ALDH1A3 (aldehyde dehydrogenase 1 family member A3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
DDR48,855210,N/A,"Enables ATP hydrolysis activity and GTPase activity. Involved in DNA repair. Located in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PAI3,855212,N/A,"Enables endopeptidase inhibitor activity. Involved in protein catabolic process in the vacuole. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CTL1,855218,N/A,"Enables polynucleotide 5'-phosphatase activity. Predicted to be involved in 7-methylguanosine mRNA capping. Predicted to act upstream of or within mRNA processing. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR181C,855219,N/A,N/A,N/A,N/A
ADD37,855222,N/A,"Involved in ERAD pathway. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SPG5,855229,N/A,"Enables proteasome binding activity. Involved in proteasome assembly. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CMC4,1466503,N/A,"Located in mitochondrial intermembrane space. Orthologous to human CMC4 (C-X9-C motif containing 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ICY1,855235,N/A,"Located in fungal-type vacuole membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR196W,855236,N/A,"Predicted to enable Glc3Man9GlcNAc2 oligosaccharide glucosidase activity. Predicted to act upstream of or within oligosaccharide metabolic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
VTI1,855237,N/A,"Enables SNAP receptor activity. Involved in Golgi vesicle transport; macroautophagy; and organelle fusion. Located in Golgi membrane. Part of SNARE complex. Orthologous to human VTI1A (vesicle transport through interaction with t-SNAREs 1A). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR206W,855246,N/A,N/A,N/A,N/A
SCJ1,855254,N/A,"Enables protein-folding chaperone binding activity. Involved in ERAD pathway; protein folding in endoplasmic reticulum; and response to unfolded protein. Located in endoplasmic reticulum lumen. Human ortholog(s) of this gene implicated in polycystic kidney disease 6. Orthologous to human DNAJB11 (DnaJ heat shock protein family (Hsp40) member B11). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
COA6,855287,N/A,"Enables copper ion binding activity. Involved in intracellular copper ion homeostasis and mitochondrial cytochrome c oxidase assembly. Located in mitochondrial intermembrane space. Used to study COX deficiency, infantile mitochondrial myopathy; cardiomyopathy; and cytochrome-c oxidase deficiency disease. Human ortholog(s) of this gene implicated in mitochondrial complex IV deficiency nuclear type 13. Orthologous to human COA6 (cytochrome c oxidase assembly factor 6). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR244W,855285,N/A,"Located in fungal-type vacuole. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GAD1,855291,N/A,"Enables glutamate decarboxylase activity. Involved in cellular response to oxidative stress and glutamate catabolic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
GTO3,855292,N/A,"Enables glutathione transferase activity. Predicted to be involved in glutathione metabolic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HOR7,855293,N/A,"Involved in plasma membrane organization. Located in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR252C,855294,N/A,"Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR253C,855295,N/A,"Located in cytoplasm. Orthologous to human SLC35G1 (solute carrier family 35 member G1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TPS3,855303,N/A,"Enables enzyme regulator activity. Contributes to alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity and trehalose-phosphatase activity. Involved in trehalose biosynthetic process. Located in cytoplasm. Part of alpha,alpha-trehalose-phosphate synthase complex (UDP-forming). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR262W,855304,N/A,"Predicted to enable metal ion binding activity and nuclease activity. Orthologous to human TATDN3 (TatD DNase domain containing 3). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YMR265C,855307,N/A,"Predicted to enable RNA binding activity; histone H2A Q104 methyltransferase activity; and rRNA methyltransferase activity. Predicted to be involved in box C/D sno(s)RNA 3'-end processing and rRNA methylation. Predicted to act upstream of or within chromatin remodeling. Predicted to be part of box C/D methylation guide snoRNP complex and small-subunit processome. Predicted to be active in nucleolus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
URA10,855313,N/A,"Enables orotate phosphoribosyltransferase activity. Involved in 'de novo' pyrimidine nucleobase biosynthetic process and pyrimidine ribonucleoside biosynthetic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PRM15,855321,N/A,"Enables phosphopentomutase activity. Involved in guanosine catabolic process; inosine catabolic process; and purine ribonucleoside salvage. Located in cytoplasm and nucleus. Orthologous to human PGM2 (phosphoglucomutase 2) and PGM2L1 (phosphoglucomutase 2 like 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR279C,855322,N/A,"Predicted to enable borate efflux transmembrane transporter activity. Involved in borate transmembrane transport. Located in cell periphery. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CAT8,855323,N/A,"Enables DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in positive regulation of gluconeogenesis; positive regulation of glyoxylate cycle; and positive regulation of transcription by RNA polymerase II. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GPI12,855324,N/A,"Enables N-acetylglucosaminylphosphatidylinositol deacetylase activity. Predicted to be involved in GPI anchor biosynthetic process. Located in endoplasmic reticulum. Human ortholog(s) of this gene implicated in CHIME syndrome. Orthologous to human PIGL (phosphatidylinositol glycan anchor biosynthesis class L). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YKU70,855328,N/A,"Enables telomerase RNA binding activity. Involved in several processes, including constitutive heterochromatin formation; double-strand break repair; and establishment of protein-containing complex localization to telomere. Located in nuclear envelope. Part of Ku70:Ku80 complex. Orthologous to human XRCC6 (X-ray repair cross complementing 6). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TDA1,855336,N/A,"Enables protein serine/threonine kinase activity. Involved in peptidyl-serine phosphorylation. Located in cytoplasm and nucleus. Human ortholog(s) of this gene implicated in urinary bladder cancer and uterine fibroid. Orthologous to human DAPK1 (death associated protein kinase 1); DAPK2 (death associated protein kinase 2); and DAPK3 (death associated protein kinase 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PRC1,855343,N/A,"Enables serine-type carboxypeptidase activity. Involved in several processes, including cellular response to nitrogen starvation; phytochelatin biosynthetic process; and zymogen activation. Located in fungal-type vacuole lumen. Is active in vacuolar lumen. Human ortholog(s) of this gene implicated in galactosialidosis and lysosomal storage disease. Orthologous to human CTSA (cathepsin A). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
UBP15,855350,N/A,"Enables cysteine-type deubiquitinase activity. Involved in free ubiquitin chain depolymerization and protein deubiquitination. Acts upstream of or within poly(A)+ mRNA export from nucleus. Located in cytosol and peroxisome. Orthologous to human USP7 (ubiquitin specific peptidase 7). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GLC8,855359,N/A,"Enables enzyme activator activity. Involved in chromosome segregation. Located in cytoplasm and nucleus. Orthologous to human PPP1R2 (protein phosphatase 1 regulatory inhibitor subunit 2) and PPP1R2P1 (protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TGL3,855361,N/A,"Enables lysophosphatidylethanolamine acyltransferase activity and triacylglycerol lipase activity. Involved in cell budding and triglyceride catabolic process. Located in lipid droplet. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR315W,855363,N/A,"Enables oxidoreductase activity, acting on NAD(P)H. Involved in NADPH regeneration. Located in cytoplasm and nucleus. Orthologous to human DHDH (dihydrodiol dehydrogenase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YMR315W-A,1466508,N/A,N/A,N/A,N/A
DIA1,855364,N/A,"Involved in invasive growth in response to glucose limitation and pseudohyphal growth. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCB0008W,65052914,N/A,N/A,N/A,N/A
YNCB0009C,9164869,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCC0012C,9164873,N/A,"Enables rRNA pseudouridylation guide activity. Involved in snoRNA guided rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCD0002C,9164876,N/A,"Enables rRNA 2'-O-ribose methylation guide activity. Involved in rRNA methylation. Part of box C/D methylation guide snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCD0030W,9164878,N/A,"Enables rRNA 2'-O-ribose methylation guide activity. Involved in rRNA methylation. Located in cytoplasm. Part of box C/D methylation guide snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCE0007C,9164884,N/A,"Contributes to ribonuclease P activity. Involved in intronic box C/D snoRNA processing and tRNA processing. Part of nucleolar ribonuclease P complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCE0017W,9164885,N/A,"Involved in negative regulation of DNA-templated transcription. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCE0019W,9164882,N/A,"Enables rRNA primary transcript binding activity and small ribosomal subunit rRNA binding activity. Involved in rRNA acetylation. Located in nucleolus. Part of box C/D methylation guide snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCG0010W,9164893,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCG0013W,9164894,N/A,"Enables rRNA pseudouridylation guide activity. Involved in endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA); and rRNA pseudouridine synthesis. Located in nucleolus. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCH0007W,9164903,N/A,N/A,N/A,N/A
YNCH0008W,9164904,N/A,N/A,N/A,N/A
YNCJ0004C,9164910,N/A,"Enables RNA folding chaperone. Involved in maturation of LSU-rRNA. Part of box C/D methylation guide snoRNP complex. Is active in nucleolus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCJ0007C,9164908,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. Is active in nucleolus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCK0020C,9164915,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCL0003W,9164925,N/A,"Enables rRNA primary transcript binding activity. Involved in rRNA processing. Located in nucleolus. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCL0006W,9164922,N/A,"Enables snRNA binding activity. Involved in generation of catalytic spliceosome for second transesterification step and spliceosome conformational change to release U4 (or U4atac) and U1 (or U11). Part of U4/U6 x U5 tri-snRNP complex and U6 snRNP. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCM0002C,9164957,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCM0031W,9164951,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Located in nucleolus. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCN0013W,9164967,N/A,"Contributes to ribonuclease MRP activity. Involved in mRNA processing; positive regulation of cell cycle; and rRNA processing. Part of ribonuclease MRP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCN0018W,9164966,N/A,"Enables rRNA pseudouridylation guide activity. Involved in snoRNA guided rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCO0022C,9164972,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCO0024C,9164977,N/A,"Predicted to enable rRNA pseudouridylation guide activity. Predicted to be involved in snoRNA guided rRNA pseudouridine synthesis. Predicted to act upstream of or within RNA processing. Located in nucleolus. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YNCO0027C,9164979,N/A,"Enables rRNA pseudouridylation guide activity. Involved in rRNA pseudouridine synthesis. Part of box H/ACA snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNCP0002W,65052918,N/A,N/A,N/A,N/A
YNCP0021W,9164982,N/A,"Enables small ribosomal subunit rRNA binding activity. Involved in rRNA acetylation. Part of box C/D methylation guide snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LST8,855726,N/A,"Enables protein serine/threonine kinase activator activity. Involved in several processes, including establishment or maintenance of actin cytoskeleton polarity; fungal-type cell wall organization; and intracellular signal transduction. Located in Golgi membrane; endosome membrane; and nuclear periphery. Part of TORC1 complex and TORC2 complex. Orthologous to human MLST8 (MTOR associated protein, LST8 homolog). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SIS1,855725,N/A,"Enables misfolded protein binding activity. Involved in several processes, including detection of misfolded protein; gene expression; and proteasome-mediated ubiquitin-dependent protein catabolic process. Located in nucleus. Part of cytosolic small ribosomal subunit. Is active in cytosol and nucleolus. Used to study autosomal dominant limb-girdle muscular dystrophy type 1 and congenital myopathy 21. Human ortholog(s) of this gene implicated in congenital myopathy 21 and primary ciliary dyskinesia 34. Orthologous to several human genes including DNAJB1 (DnaJ heat shock protein family (Hsp40) member B1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL011C,855721,N/A,"Predicted to enable LPPG:FO 2-phospho-L-lactate transferase activity. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SPO1,855720,N/A,"Predicted to enable phospholipase A2 activity. Involved in meiosis I; spindle pole body duplication; and spore membrane bending pathway. Located in endoplasmic reticulum; nucleus; and prospore membrane. Orthologous to several human genes including JMJD7-PLA2G4B (JMJD7-PLA2G4B readthrough); PLA2G4A (phospholipase A2 group IVA); and PLA2G4B (phospholipase A2 group IVB). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PBI2,855717,N/A,"Enables endopeptidase inhibitor activity. Involved in regulation of proteolysis and vacuole fusion, non-autophagic. Located in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
NCE103,855692,N/A,"Enables carbonate dehydratase activity. Involved in cellular response to carbon dioxide and cellular response to oxidative stress. Located in mitochondrial intermembrane space. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LAP2,855682,N/A,"Enables aminopeptidase activity and epoxide hydrolase activity. Involved in lipid metabolic process and protein catabolic process. Located in cytoplasm and nucleus. Orthologous to human LTA4H (leukotriene A4 hydrolase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
VAC7,855673,N/A,"Enables enzyme activator activity. Involved in positive regulation of phosphatidylinositol biosynthetic process and protein localization to vacuolar membrane. Located in fungal-type vacuole membrane. Part of PAS complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL054W-B,855672,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
POR1,855669,N/A,"Enables phospholipid scramblase activity; ubiquinone binding activity; and voltage-gated monoatomic anion channel activity. Involved in several processes, including DNA transport; cell redox homeostasis; and positive regulation of protein import into nucleus. Located in mitochondrial inner-outer membrane contact site. Is active in mitochondrial outer membrane. Human ortholog(s) of this gene implicated in prostate cancer. Orthologous to several human genes including VDAC1 (voltage dependent anion channel 1) and VDAC2 (voltage dependent anion channel 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MLF3,855650,N/A,"Involved in cellular response to heat and establishment or maintenance of actin cytoskeleton polarity. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
APJ1,855647,N/A,"Enables ATPase activator activity and unfolded protein binding activity. Involved in protein sumoylation and protein unfolding. Located in nuclear periphery. Is active in nuclear inclusion body. Orthologous to human DNAJA1 (DnaJ heat shock protein family (Hsp40) member A1) and DNAJA4 (DnaJ heat shock protein family (Hsp40) member A4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL092W,855632,N/A,"Enables S-adenosylmethionine-dependent methyltransferase activity. Involved in protein methylation. Orthologous to human CARNMT1 (carnosine N-methyltransferase 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YPT53,855631,N/A,"Enables GTPase activity. Involved in Golgi to endosome transport; endocytosis; and protein targeting to vacuole. Located in late endosome. Orthologous to human RAB5A (RAB5A, member RAS oncogene family); RAB5B (RAB5B, member RAS oncogene family); and RAB5C (RAB5C, member RAS oncogene family). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
